,FFMC_minmax_scaled,DC_z_scaled,ISI_z_scaled,temp_z_scaled,RH_z_scaled,wind_z_scaled
0,0.870967741935484,-1.8304767629860488,-0.8609455677111861,-1.842640146758736,0.4117243473229724,1.4986144168823812
1,0.927741935483871,0.48889091543801605,-0.5096882687663312,-0.1532782649268027,-0.6924562798204221,-1.741755636812102
2,0.927741935483871,0.5607154538443283,-0.5096882687663312,-0.7393834076031878,-0.6924562798204221,-1.518281840005586
3,0.9419354838709679,-1.8982662149650402,-0.004755901533102472,-1.8254017602094303,3.2335192833560917,-0.009833711561602487
4,0.9109677419354838,-1.7985995802102137,0.126965585571218,-1.2910117771809617,3.356206019705358,-1.238939593997441
5,0.9496774193548387,-0.24186323654980266,1.2465982259579427,0.5707339701440257,-0.9378297525189543,0.772324577261204
6,0.9496774193548387,-0.21119657970216357,-0.1145238074533696,0.8982633145808294,-1.0605164888682204,-0.5126497543762636
7,0.9393548387096775,0.24315415201417212,0.3684549785958056,-1.8771169198573467,2.5587422334351286,-1.0154657971909247
8,0.9329032258064516,0.5837154464800577,-0.44382752521417096,-0.9979592058427693,1.1478447654185688,0.772324577261204
9,0.9522580645161292,0.6079259650439832,-0.42187394403011763,0.6741642894398586,-0.26305270259799096,-0.009833711561602487
10,0.9522580645161292,0.6079259650439832,-0.42187394403011763,-0.18775503802541343,0.4117243473229724,1.7779566628905261
11,0.9561290322580644,0.6660312095974044,2.9809311394981637,0.07082076021416817,-0.385739438947257,-0.009833711561602487
12,0.5780645161290323,0.4735575870141963,-1.8049495586254831,-0.3256621304198571,1.699935078990266,1.4986144168823812
13,0.9316129032258067,0.5591014192734,-0.44382752521417096,0.415588491200277,-0.14036596624872488,-1.0154657971909247
14,0.9574193548387098,0.6119610514713041,0.039151260835004226,1.2947462052148542,-1.4285766979160186,0.2695085344465426
15,0.9625806451612904,0.6696627873819931,1.0709695764855154,0.6914026759891637,-0.017679229899458825,0.772324577261204
16,0.9419354838709679,-1.8849504297548811,-0.2681988757417436,-0.6531914748566605,-1.0605164888682204,0.772324577261204
17,0.8541935483870968,0.46911899194414364,-1.321970772576308,-0.37737729006777354,0.16635087462444026,0.49298233125305885
18,0.9096774193548389,-1.9253012940280905,-0.597502593502545,-0.5152843824622169,-0.569769543471156,-0.009833711561602487
19,0.8722580645161291,-1.8191785209895501,-0.8609455677111861,-1.6530178947163758,-0.017679229899458825,0.2695085344465426
20,0.9329032258064516,0.5837154464800577,-0.44382752521417096,-0.10156310527888623,-0.26305270259799096,-0.7361235511827796
21,0.943225806451613,0.7116276862261306,0.039151260835004226,0.03634398711555741,-0.385739438947257,-0.7361235511827796
22,0.975483870967742,-1.4039681276182276,10.33538083615606,0.36387333155236057,-0.017679229899458825,0.2695085344465426
23,0.9225806451612903,-0.04252996704014929,-0.6194561746865983,0.10529753331277893,-0.07902259807409186,0.9957983740677198
24,0.9651612903225808,0.18666294203167924,2.475998772264935,0.8293097683836074,-0.7537996479950552,0.9957983740677198
25,0.9380645161290324,0.2157155643083896,0.34650139741175223,-0.4463308362649951,0.9638146608946697,0.772324577261204
26,0.9509677419354841,0.48445232036796293,0.697758696356607,0.019105600566251726,-0.6311129116457891,0.9957983740677198
27,0.9316129032258067,0.5591014192734,-0.44382752521417096,0.08805914676347325,0.2276942427990733,-1.518281840005586
28,0.9638709677419357,0.6999259355869,-0.20233813218958338,1.949804894088461,-1.2445465933921194,-0.7361235511827796
29,0.9651612903225808,0.7289785578636108,-0.20233813218958338,0.6741642894398586,-0.324396070772624,-0.2333075083681185
30,0.975483870967742,0.5825049205518611,1.510041200166584,1.1223623397217997,-1.2445465933921194,-0.2333075083681185
31,0.9019354838709677,0.6535224416727095,-0.42187394403011763,-1.3254885502795728,2.0679952880380643,2.001430459697042
32,0.9019354838709677,0.6410136737480144,-0.7072704994228122,0.294919785355139,-0.44708280712189,-1.238939593997441
33,0.9419354838709679,0.6874171676622051,-0.2681988757417436,-0.20499342457471914,-0.324396070772624,-0.2333075083681185
34,0.943225806451613,0.7116276862261306,0.039151260835004226,0.3983501046509713,-0.7537996479950552,-0.7361235511827796
35,0.9238709677419354,0.7354346961473244,-0.597502593502545,-0.11880149182819193,1.0865013972439357,0.2695085344465426
36,0.927741935483871,0.48889091543801605,-0.5096882687663312,0.4845420373974985,-1.2445465933921194,0.2695085344465426
37,0.9200000000000002,0.5433645822068485,-0.0706166450852629,-1.308250163730267,0.9638146608946697,0.772324577261204
38,0.927741935483871,0.5607154538443283,-0.5096882687663312,-0.18775503802541343,-1.0605164888682204,-0.009833711561602487
39,0.895483870967742,-1.9382135705955172,-1.1463421231038806,-0.8255753403497149,-0.07902259807409186,-0.7361235511827796
40,0.7845161290322582,-0.7313192201838303,-1.6512744903371093,0.7603562221863858,-0.44708280712189,-0.5126497543762636
41,0.9225806451612903,0.30771553485130687,-0.02670948271715582,-0.08432471872958117,-0.14036596624872488,1.4986144168823812
42,0.9819354838709677,0.4001190140369558,1.7515305931911715,-0.39461567661707864,0.5957544518468715,0.772324577261204
43,0.9522580645161292,0.6079259650439832,-0.42187394403011763,0.12253591986208462,0.2276942427990733,-0.7361235511827796
44,0.9212903225806452,0.7576276714975895,-0.6194561746865983,-1.0324359789413802,1.8226218153395322,0.49298233125305885
45,0.975483870967742,0.5825049205518611,1.510041200166584,1.208554272468327,-1.2445465933921194,-0.009833711561602487
46,0.9316129032258067,0.5591014192734,-0.44382752521417096,-0.7221450210538823,1.577248342641,-0.2333075083681185
47,0.9741935483870969,-0.4238456344219762,0.43431572214796604,0.7086410625384694,-0.5084261752965231,-0.5126497543762636
48,0.8838709677419356,-1.9499153212347482,-1.0804813795517203,-1.22205823098374,-0.569769543471156,-1.238939593997441
49,0.889032258064516,-1.7921434419265,-0.8828991488952395,-1.3599653233781837,0.10500750644980723,0.9957983740677198
50,0.9574193548387098,0.6393996391770862,0.039151260835004226,0.32939655845374977,-1.6739501706145508,-1.518281840005586
51,0.9225806451612903,0.33596113984255327,-0.597502593502545,0.45006526429888777,-0.6311129116457891,-1.0154657971909247
52,0.9470967741935483,0.4283646190282023,0.126965585571218,0.26044301225652766,-0.14036596624872488,0.49298233125305885
53,0.9470967741935483,0.4283646190282023,0.126965585571218,0.26044301225652766,-0.14036596624872488,0.49298233125305885
54,0.9419354838709679,0.4574172413049126,-0.597502593502545,-0.2222318111240242,0.04366413827517421,-0.2333075083681185
55,0.9574193548387098,0.6393996391770862,0.039151260835004226,1.518845230355825,-1.2445465933921194,-1.0154657971909247
56,0.9238709677419354,0.7354346961473244,-0.597502593502545,-0.18775503802541343,1.1478447654185688,0.49298233125305885
57,0.9535483870967743,0.5804873773382007,-0.04866306390120917,-0.8772904999976311,0.3503809791483394,-0.7361235511827796
58,0.8425806451612905,-2.0737924745535,-1.5195530032327889,-0.8600521134483257,-0.26305270259799096,0.772324577261204
59,0.8761290322580646,-2.037476696707612,-0.8170384053430793,-1.1358662982372127,0.4117243473229724,-1.741755636812102
60,0.9109677419354838,-1.7985995802102137,0.126965585571218,-1.2737733906316564,-0.324396070772624,0.9957983740677198
61,0.9109677419354838,-1.7985995802102137,0.126965585571218,-2.308076583589983,0.9024712927200367,1.2751406200758648
62,0.9587096774193549,-0.3282140860944702,-0.29015245692579694,-0.015371172532359034,-0.569769543471156,0.49298233125305885
63,0.9225806451612903,0.33596113984255327,-0.597502593502545,0.32939655845374977,-0.6924562798204221,-0.7361235511827796
64,0.9341935483870967,0.3666277966901919,-0.7072704994228122,0.725879449087775,-0.8151430161696882,-0.5126497543762636
65,0.9419354838709679,0.4574172413049126,-0.597502593502545,-0.049847945630969795,-0.017679229899458825,0.2695085344465426
66,0.9509677419354841,0.48445232036796293,0.697758696356607,0.7086410625384694,-0.44708280712189,0.2695085344465426
67,0.9509677419354841,0.48445232036796293,0.697758696356607,0.12253591986208462,-0.6924562798204221,0.772324577261204
68,0.9509677419354841,0.48445232036796293,0.697758696356607,0.12253591986208462,-0.6924562798204221,1.2751406200758648
69,0.9419354838709679,-1.8982662149650402,-0.004755901533102472,-0.29118535732124634,-1.1218598570428533,0.2695085344465426
70,0.935483870967742,-1.8163539604904255,0.7636194399087675,-0.5325227690115223,-1.0605164888682204,2.001430459697042
71,0.975483870967742,0.5825049205518611,1.510041200166584,-0.20499342457471914,-0.44708280712189,-0.2333075083681185
72,0.9419354838709679,-1.8982662149650402,-0.004755901533102472,-0.5669995421101334,-1.1832032252174864,1.2751406200758648
73,0.9045161290322581,0.26857519650629375,-0.004755901533102472,-0.27394697077194063,-0.07902259807409186,0.2695085344465426
74,0.9625806451612904,0.6696627873819931,1.0709695764855154,1.50160684380652,-0.8764863843443212,-1.518281840005586
75,0.8451612903225807,-2.103652114115675,-0.29015245692579694,-2.1012159449983177,2.1293386562126972,-0.5126497543762636
76,0.8761290322580646,-2.037476696707612,-0.8170384053430793,-0.5497611555608279,-0.07902259807409186,-0.5126497543762636
77,0.889032258064516,-1.7921434419265,-0.8828991488952395,-1.8254017602094303,1.699935078990266,-0.5126497543762636
78,0.9212903225806452,-0.07319662388778837,0.7636194399087675,-0.7221450210538823,1.3318748699424678,-0.7361235511827796
79,0.9329032258064516,0.05511912450101716,-0.44382752521417096,0.4673036508481934,-1.5512634342652847,1.4986144168823812
80,0.9380645161290324,0.2157155643083896,0.34650139741175223,0.10529753331277893,-0.324396070772624,1.2751406200758648
81,0.9225806451612903,0.33596113984255327,-0.597502593502545,-0.17051665147610837,-0.017679229899458825,-1.0154657971909247
82,0.9819354838709677,0.4001190140369558,1.7515305931911715,-0.049847945630969795,0.4117243473229724,0.2695085344465426
83,0.9470967741935483,0.4283646190282023,0.126965585571218,-0.39461567661707864,0.16635087462444026,-1.741755636812102
84,0.9419354838709679,0.4574172413049126,-0.597502593502545,0.2259662391579169,0.04366413827517421,-0.2333075083681185
85,0.9574193548387098,0.6393996391770862,0.039151260835004226,0.45006526429888777,-1.7966369069638166,-1.741755636812102
86,0.9574193548387098,0.6393996391770862,0.039151260835004226,1.1223623397217997,-1.0605164888682204,-1.0154657971909247
87,0.9574193548387098,0.6393996391770862,0.039151260835004226,0.6052107432426365,-0.6311129116457891,-1.0154657971909247
88,0.9651612903225808,0.7289785578636108,-0.20233813218958338,1.1051239531724946,-0.5084261752965231,-0.2333075083681185
89,0.9419354838709679,-1.8849504297548811,-0.2681988757417436,-0.2567085842226356,-1.1832032252174864,0.49298233125305885
90,0.9225806451612903,0.30771553485130687,-0.02670948271715582,-0.7221450210538823,0.9024712927200367,0.9957983740677198
91,0.9419354838709679,-1.8849504297548811,-0.2681988757417436,-0.2567085842226356,-1.2445465933921194,0.772324577261204
92,0.9496774193548387,-0.24186323654980266,1.2465982259579427,0.32939655845374977,-0.7537996479950552,1.2751406200758648
93,0.9380645161290324,0.2157155643083896,0.34650139741175223,-0.11880149182819193,-0.07902259807409186,0.49298233125305885
94,0.9341935483870967,0.3666277966901919,-0.7072704994228122,0.7775946087356909,-1.3672333297413855,-0.7361235511827796
95,0.9161290322580646,0.6313294663224444,-0.9268063112633463,-0.18775503802541343,1.2091881335932018,-1.518281840005586
96,0.8412903225806454,-2.0891258029773194,-1.4097850973125217,-1.0669127520399913,0.2276942427990733,-1.238939593997441
97,0.6490322580645163,-2.1484415734589373,-1.826903139809537,-0.2567085842226356,-1.2445465933921194,0.772324577261204
98,0.9380645161290324,0.2157155643083896,0.34650139741175223,-1.256535004082351,2.6200856016097616,0.2695085344465426
99,0.9380645161290324,0.2157155643083896,0.34650139741175223,0.15701269296069537,-0.324396070772624,0.772324577261204
100,0.9380645161290324,0.2157155643083896,0.34650139741175223,0.15701269296069537,-0.324396070772624,0.772324577261204
101,0.9045161290322581,0.26857519650629375,-0.004755901533102472,-0.7738601807017985,1.3318748699424678,0.772324577261204
102,0.9819354838709677,0.4001190140369558,1.7515305931911715,0.20872785260861182,-0.26305270259799096,-0.009833711561602487
103,0.9522580645161292,0.5102768735028168,-0.09257022626931626,0.8982633145808294,-0.9378297525189543,0.2695085344465426
104,0.8180645161290323,-2.173459109308327,-1.3439243537603613,-2.3425533566885934,2.0679952880380643,-0.5126497543762636
105,0.8670967741935485,-1.9797749607969228,-1.3658779349444148,-1.0669127520399913,0.4730677154976054,1.2751406200758648
106,0.9380645161290324,-1.9111784915324672,-0.3340596192939039,-0.11880149182819193,-0.9378297525189543,-0.5126497543762636
107,0.9225806451612903,0.33596113984255327,-0.597502593502545,0.43282687774958206,-0.6924562798204221,-0.5126497543762636
108,0.9522580645161292,0.6079259650439832,-0.42187394403011763,0.2432046257072226,0.04366413827517421,-0.5126497543762636
109,0.9019354838709677,0.6535224416727095,-0.42187394403011763,-0.2567085842226356,0.7184411881961376,0.772324577261204
110,0.8670967741935485,-1.9797749607969228,-1.3658779349444148,-0.8945288865469367,-0.07902259807409186,0.9957983740677198
111,0.9419354838709679,-1.8982662149650402,-0.004755901533102472,-0.015371172532359034,-1.6126068024399176,0.2695085344465426
112,0.9161290322580646,0.6313294663224444,-0.9268063112633463,0.6741642894398586,-0.324396070772624,-0.2333075083681185
113,0.943225806451613,0.7116276862261306,0.039151260835004226,0.0018672140169460397,-0.569769543471156,-0.7361235511827796
114,0.895483870967742,-1.9382135705955172,-1.1463421231038806,-0.5325227690115223,-1.0605164888682204,2.001430459697042
115,0.895483870967742,-1.9382135705955172,-1.1463421231038806,-0.5842379286594387,-1.0605164888682204,1.2751406200758648
116,0.9419354838709679,-1.8849504297548811,-0.2681988757417436,-1.256535004082351,-0.8764863843443212,1.2751406200758648
117,0.9419354838709679,-1.8849504297548811,-0.2681988757417436,-0.6359530883073552,-1.0605164888682204,0.49298233125305885
118,0.9212903225806452,-1.86154692847642,-0.6194561746865983,-1.4289188695754054,-0.8764863843443212,-0.009833711561602487
119,0.9587096774193549,-0.3282140860944702,-0.29015245692579694,0.12253591986208462,-0.5084261752965231,-0.5126497543762636
120,0.9393548387096775,0.24315415201417212,0.3684549785958056,-1.4806340292233215,1.8226218153395322,-1.0154657971909247
121,0.9393548387096775,0.24315415201417212,0.3684549785958056,-0.30842374387055144,-0.07902259807409186,0.772324577261204
122,0.9509677419354841,0.5356979179949388,-0.1145238074533696,0.6224491297919421,-0.14036596624872488,0.772324577261204
123,0.8477419354838711,0.5001891574345144,-1.278063610208201,-0.17051665147610837,0.04366413827517421,-0.5126497543762636
124,0.975483870967742,0.5825049205518611,1.510041200166584,0.15701269296069537,0.3503809791483394,0.772324577261204
125,0.9535483870967743,0.5804873773382007,-0.04866306390120917,0.294919785355139,-1.2445465933921194,0.772324577261204
126,0.889032258064516,-1.7921434419265,-0.8828991488952395,-1.7047330543642925,0.28903761097370634,-1.0154657971909247
127,0.9651612903225808,0.7289785578636108,-0.20233813218958338,-0.29118535732124634,-0.07902259807409186,-0.5126497543762636
128,0.9380645161290324,0.5078558216464241,-0.8389919865271326,-0.5152843824622169,0.10500750644980723,-0.2333075083681185
129,0.9535483870967743,0.5804873773382007,-0.04866306390120917,-0.6014763152087441,-0.569769543471156,-1.741755636812102
130,0.6387096774193548,-1.8591258766200274,-1.8049495586254831,-0.6014763152087441,-0.26305270259799096,-0.7361235511827796
131,0.8838709677419356,-1.9499153212347482,-1.0804813795517203,-0.8428137268990203,-0.324396070772624,-0.5126497543762636
132,0.9109677419354838,-1.7985995802102137,0.126965585571218,-1.4289188695754054,0.10500750644980723,0.49298233125305885
133,0.967741935483871,0.5538558069178829,1.949112823847652,-0.2222318111240242,-0.14036596624872488,-0.5126497543762636
134,0.895483870967742,-1.9382135705955172,-1.1463421231038806,-0.6876682479552713,-0.385739438947257,-0.7361235511827796
135,0.9651612903225808,0.18666294203167924,2.475998772264935,-0.2222318111240242,0.4730677154976054,0.9957983740677198
136,0.9509677419354841,0.5356979179949388,-0.1145238074533696,-0.29118535732124634,0.8411279245454036,-1.518281840005586
137,0.9316129032258067,0.5591014192734,-0.44382752521417096,-0.5669995421101334,1.3318748699424678,-0.5126497543762636
138,0.8658064516129031,-0.9463893267600354,-1.1243885419198272,-0.1532782649268027,-0.14036596624872488,-0.7361235511827796
139,0.9329032258064516,0.5837154464800577,-0.44382752521417096,0.4845420373974985,-0.385739438947257,-1.0154657971909247
140,0.9316129032258067,0.5591014192734,-0.44382752521417096,0.5190188104961093,-0.324396070772624,-1.238939593997441
141,0.9909677419354839,-0.13977554993858354,0.9172945081971412,0.7603562221863858,-0.8151430161696882,0.2695085344465426
142,0.9212903225806452,-0.07319662388778837,0.7636194399087675,0.3983501046509713,0.4117243473229724,2.7277202993182197
143,0.9200000000000002,-1.0153893046672229,-0.0706166450852629,-0.39461567661707864,0.5344110836722384,0.772324577261204
144,0.9909677419354839,-0.13977554993858354,0.9172945081971412,0.846548154932913,-0.7537996479950552,0.772324577261204
145,0.9870967741935486,0.1245226110509367,0.3025942350436456,1.4671300707079085,-1.3672333297413855,-0.009833711561602487
146,0.9212903225806452,-1.86154692847642,-0.6194561746865983,-0.980720819293464,-0.26305270259799096,0.772324577261204
147,0.8477419354838711,0.5001891574345144,-1.278063610208201,0.9155017011301345,-0.9991731206935873,-0.2333075083681185
148,0.9819354838709677,0.4001190140369558,1.7515305931911715,-0.2567085842226356,-0.07902259807409186,1.4986144168823812
149,0.967741935483871,0.5538558069178829,1.949112823847652,0.8293097683836074,-1.1832032252174864,0.2695085344465426
150,0.9522580645161292,-0.4625824641242569,-0.42187394403011763,0.7431178356370801,-0.324396070772624,0.772324577261204
151,0.9212903225806452,-0.7777227140980209,-0.3999203628460641,1.0189320204259675,-0.9378297525189543,-1.0154657971909247
152,0.9212903225806452,-0.4997052592556093,-0.6194561746865983,0.9844552473273567,-0.07902259807409186,-1.238939593997441
153,0.975483870967742,0.5825049205518611,1.510041200166584,0.20872785260861182,0.16635087462444026,0.49298233125305885
154,0.9638709677419357,0.6999259355869,-0.20233813218958338,1.8463745747926288,-1.0605164888682204,-0.7361235511827796
155,0.9819354838709677,0.4001190140369558,1.7515305931911715,-0.42909244971569,0.16635087462444026,-1.518281840005586
156,0.9638709677419357,0.6999259355869,-0.20233813218958338,1.6739907092995743,-1.0605164888682204,-1.0154657971909247
157,0.9470967741935483,0.4283646190282023,0.126965585571218,-0.08432471872958117,0.04366413827517421,-0.2333075083681185
158,0.9470967741935483,0.4283646190282023,0.126965585571218,0.27768139880583337,-0.569769543471156,-0.009833711561602487
159,0.9509677419354841,0.48445232036796293,0.697758696356607,0.019105600566251726,-0.6311129116457891,0.9957983740677198
160,0.9212903225806452,-1.86154692847642,-0.6194561746865983,-0.48080760936360584,-0.9378297525189543,-0.5126497543762636
161,0.9870967741935486,0.1245226110509367,0.3025942350436456,0.2432046257072226,-0.20170933442335792,-0.009833711561602487
162,0.927741935483871,-1.8058627357793913,-0.2681988757417436,-0.6359530883073552,-0.8151430161696882,2.504246502511703
163,0.9522580645161292,0.5102768735028168,-0.09257022626931626,-0.18775503802541343,0.7184411881961376,-1.238939593997441
164,0.9161290322580646,0.6313294663224444,-0.9268063112633463,-0.18775503802541343,1.3932182381171008,-1.0154657971909247
165,0.8541935483870968,-1.989055659579761,-1.321970772576308,-2.3425533566885934,1.577248342641,0.2695085344465426
166,0.9470967741935483,0.4283646190282023,0.126965585571218,-0.39461567661707864,0.16635087462444026,-1.741755636812102
167,0.9974193548387098,0.09103139370417325,1.6417626872709044,0.7775946087356909,-0.6924562798204221,0.2695085344465426
168,0.935483870967742,-1.8163539604904255,0.7636194399087675,-0.7393834076031878,-1.1218598570428533,3.0070625453263644
169,0.9870967741935486,0.1245226110509367,0.3025942350436456,0.3121581719044441,0.04366413827517421,-1.0154657971909247
170,0.9574193548387098,0.6119610514713041,0.039151260835004226,0.5190188104961093,-0.569769543471156,-1.238939593997441
